seed,heldout_condition,model,heldout_loss,train_loss
910009,counterphase,full_reciprocal,0.36856518177266123,4.104234076933477
910009,counterphase,eta_only,4.896966424162135,80.07785359811267
910009,counterphase,zeta_only,6.740609120917147,66.3442146113182
910009,counterphase,generic_hidden_oscillator,18.92701940724115,59.85382909985123
910009,counterphase,null_no_coupling,21.066127236979753,130.9941054711749
910009,counterphase,replay_only_basis,0.7260401389307144,27.11073350093137
910009,lagged_E_to_Y,full_reciprocal,0.0853960296551301,4.387403229051008
910009,lagged_E_to_Y,eta_only,35.38730512493611,49.42524796340094
910009,lagged_E_to_Y,zeta_only,0.6618577465670192,72.4430920096483
910009,lagged_E_to_Y,generic_hidden_oscillator,15.509540629637792,63.41975382125288
910009,lagged_E_to_Y,null_no_coupling,33.9245282324422,118.13570447571244
910009,lagged_E_to_Y,replay_only_basis,15.875308464792145,19.71562725929935
910009,recovery_probe,full_reciprocal,0.16372930478896763,4.291666486094795
910009,recovery_probe,eta_only,2.256264589315693,82.55628849902138
910009,recovery_probe,zeta_only,2.0990285495922425,70.7211841118459
910009,recovery_probe,generic_hidden_oscillator,0.2850280463920463,78.49582046070033
910009,recovery_probe,null_no_coupling,2.801518805758539,149.2587139023961
910009,recovery_probe,replay_only_basis,0.8721002496189344,26.845072831424005
910009,lagged_Y_to_E,full_reciprocal,1.7946465138669234,3.070790104180276
910009,lagged_Y_to_E,eta_only,3.158002333445382,82.45571176201612
910009,lagged_Y_to_E,zeta_only,37.08931621025188,35.730896451186254
910009,lagged_Y_to_E,generic_hidden_oscillator,16.35849892696447,62.5707955239262
910009,lagged_Y_to_E,null_no_coupling,36.109540614098734,115.95069209405591
910009,lagged_Y_to_E,replay_only_basis,28.280570313327612,16.821261393184084
910010,doublet_EY,full_reciprocal,1.3371016339820165,1.7804747182991214
910010,doublet_EY,eta_only,17.48529867477805,48.47408716139864
910010,doublet_EY,zeta_only,15.187645173601616,48.45149844489296
910010,doublet_EY,generic_hidden_oscillator,10.93145036418129,61.17327384612497
910010,doublet_EY,null_no_coupling,12.870786659225454,113.02796472809601
910010,doublet_EY,replay_only_basis,7.555437816877628,18.165446454742607
