phase,phase_time,time,blink_sentinel_z,ptp_median_z,blink_proxy_event
CONTEXTUAL_OVERRIDE_1,253.0,344922.5595471,-1.3950695750919926,-0.801764831728321,0
CONTEXTUAL_OVERRIDE_1,254.0,344923.5595471,0.944193220104948,-0.93713398545537,0
CONTEXTUAL_OVERRIDE_1,255.0,344924.5595471,-0.599214470966674,-0.8725573892511755,0
CONTEXTUAL_OVERRIDE_1,256.0,344925.5595471,-0.5993926098832567,-0.7427131992010518,0
CONTEXTUAL_OVERRIDE_1,257.0,344926.5595471,1.1397156975036686,-0.8700679872667608,0
CONTEXTUAL_OVERRIDE_1,258.0,344927.5595471,0.3058274597710325,-0.8898262953806371,0
CONTEXTUAL_OVERRIDE_1,259.0,344928.5595471,-0.6568657647274408,-0.9159303154620578,0
CONTEXTUAL_OVERRIDE_1,260.0,344929.5595471,-0.7030431932391997,-0.6744160785765138,0
CONTEXTUAL_OVERRIDE_1,261.0,344930.5595471,-1.6041265980932589,-0.6744160785765138,0
CONTEXTUAL_OVERRIDE_1,262.0,344931.5595471,-0.0306772018464824,-0.8668242210446445,0
CONTEXTUAL_OVERRIDE_1,263.0,344932.5595471,-0.2431801658406671,-0.8752459433943435,0
CONTEXTUAL_OVERRIDE_1,264.0,344933.5595471,2.269682317647928,-0.6271747725546984,1
CONTEXTUAL_OVERRIDE_1,265.0,344934.5595471,6.209184944927398,0.1526326621559418,1
CONTEXTUAL_OVERRIDE_1,266.0,344935.5595471,5.805906418144289,0.002622807303583,1
CONTEXTUAL_OVERRIDE_1,267.0,344936.5595471,0.4806706087554789,-0.3522965141640948,0
CONTEXTUAL_OVERRIDE_1,268.0,344937.5595471,-0.3917934766976436,-0.6629437072495502,0
CONTEXTUAL_OVERRIDE_1,269.0,344938.5595471,0.2358441306762987,-0.8351982547432492,0
CONTEXTUAL_OVERRIDE_1,270.0,344939.5595471,0.4425241006442159,-0.7957661273101192,0
CONTEXTUAL_OVERRIDE_1,271.0,344940.5595471,1.5530630960941645,-0.7441676134513403,1
CONTEXTUAL_OVERRIDE_1,272.0,344941.5595471,0.9720200863794628,-0.6536258001854619,0
CONTEXTUAL_OVERRIDE_1,273.0,344942.5595471,-0.6367413546155024,-0.6547965734823745,0
CONTEXTUAL_OVERRIDE_1,274.0,344943.5595471,0.5710394343603075,-0.0226514121163661,0
CONTEXTUAL_OVERRIDE_1,275.0,344944.5595471,0.1727879066042625,-0.3016696214434753,0
CONTEXTUAL_OVERRIDE_1,276.0,344945.5595471,0.0698470114753094,-0.2298481111003961,0
CONTEXTUAL_OVERRIDE_1,277.0,344946.5595471,-1.0509078785795365,-0.1082958927510867,0
CONTEXTUAL_OVERRIDE_1,278.0,344947.5595471,1.878471016385916,0.164856380263656,1
CONTEXTUAL_OVERRIDE_1,279.0,344948.5595471,0.0115314329419665,-0.4634928202582387,0
CONTEXTUAL_OVERRIDE_1,280.0,344949.5595471,0.944484111812592,-0.778973979378885,0
CONTEXTUAL_OVERRIDE_1,281.0,344950.5595471,1.1388147324011355,-0.8249690756800175,0
CONTEXTUAL_OVERRIDE_1,282.0,344951.5595471,0.5509821194138963,-0.803490817104182,0
CONTEXTUAL_OVERRIDE_1,283.0,344952.5595471,0.6537704334602416,0.2690702909736354,0
CONTEXTUAL_OVERRIDE_1,284.0,344953.5595471,0.2085113966417204,-0.062644786542346,0
CONTEXTUAL_OVERRIDE_1,285.0,344954.5595471,0.6768049689646977,0.0518646872837826,0
CONTEXTUAL_OVERRIDE_1,286.0,344955.5595471,1.5466708082028773,-0.4249508426255964,1
CONTEXTUAL_OVERRIDE_1,287.0,344956.5595471,0.9562645410349824,-0.6324915317020182,0
CONTEXTUAL_OVERRIDE_1,288.0,344957.5595471,1.055034904777013,-0.839054564726379,0
CONTEXTUAL_OVERRIDE_1,289.0,344958.5595471,0.0019177662312126,-0.3176259337993363,0
CONTEXTUAL_OVERRIDE_1,290.0,344959.5595471,-0.5847331343520565,-0.1664453056500649,0
CONTEXTUAL_OVERRIDE_1,291.0,344960.5595471,0.5448710017211812,-0.3243216707731743,0
CONTEXTUAL_OVERRIDE_1,292.0,344961.5595471,-0.1975284725904922,-0.311337553513857,0
CONTEXTUAL_OVERRIDE_1,293.0,344962.5595471,0.5337320533852439,-0.2887609406079282,0
CONTEXTUAL_OVERRIDE_1,294.0,344963.5595471,-0.4673821528240068,-0.3947038541507193,0
CONTEXTUAL_OVERRIDE_1,295.0,344964.5595471,1.2487206399672983,-0.350226538695842,0
CONTEXTUAL_OVERRIDE_1,296.0,344965.5595471,-0.3416437070241006,0.0736839184950592,0
CONTEXTUAL_OVERRIDE_1,297.0,344966.5595471,-0.0309181813834537,-0.2096794288412102,0
CONTEXTUAL_OVERRIDE_1,298.0,344967.5595471,0.3848816422466579,-0.4943644223219327,0
CONTEXTUAL_OVERRIDE_1,299.0,344968.5595471,-1.0851123301456558,-0.8376122203038938,0
CONTEXTUAL_OVERRIDE_1,300.0,344969.5595471,-0.0835573046333224,-0.8257294748316206,0
CONTEXTUAL_OVERRIDE_1,301.0,344970.5595471,0.1148031570575807,-0.6809096459346479,0
CONTEXTUAL_OVERRIDE_1,302.0,344971.5595471,-0.3538228078977733,-0.844383393701502,0
CONTEXTUAL_OVERRIDE_1,303.0,344972.5595471,0.1276869975910546,-0.5308997910822891,0
CONTEXTUAL_OVERRIDE_1,304.0,344973.5595471,-0.2554163576120926,-0.3839315328363426,0
CONTEXTUAL_OVERRIDE_1,305.0,344974.5595471,0.8030712641873764,-0.5991305276539095,0
CONTEXTUAL_OVERRIDE_1,306.0,344975.5595471,0.6191318461323514,-0.2476661943949042,0
CONTEXTUAL_OVERRIDE_1,307.0,344976.5595471,-0.3163456443278725,-0.5106586898562839,0
CONTEXTUAL_OVERRIDE_1,308.0,344977.5595471,-0.9154692022404528,-0.8661271884890084,0
WASHOUT_3,1.0,345010.4052099,5.056184800593789,2.62408681262732,1
WASHOUT_3,2.0,345011.4052099,1.7554132037930912,1.011925947864708,1
WASHOUT_3,3.0,345012.4052099,1.3681670836213222,0.809840820955343,0
WASHOUT_3,4.0,345013.4052099,1.000355650158855,0.9557710740102124,0
WASHOUT_3,5.0,345014.4052099,0.8727423398562153,-0.1621605167799207,0
WASHOUT_3,6.0,345015.4052099,1.7831723624698004,-0.3954582183884207,1
WASHOUT_3,7.0,345016.4052099,0.7741390231346176,-0.542568297111055,0
WASHOUT_3,8.0,345017.4052099,0.9632280736858676,-0.7387120512842834,0
WASHOUT_3,9.0,345018.4052099,0.4746329735093407,-0.7970636337989656,0
WASHOUT_3,10.0,345019.4052099,-0.0453063610956543,-0.4469179292274625,0
WASHOUT_3,11.0,345020.4052099,0.4799749814592211,0.728972974673748,0
WASHOUT_3,12.0,345021.4052099,-0.4684118617905292,1.7944249541754669,0
WASHOUT_3,13.0,345022.4052099,0.6101554457830437,0.3317157147293142,0
WASHOUT_3,14.0,345023.4052099,0.3764906185385386,-0.5258546030605419,0
WASHOUT_3,15.0,345024.4052099,0.0316960716660458,-0.6205424021768273,0
WASHOUT_3,16.0,345025.4052099,0.8313310449359268,-0.7953406658800556,0
WASHOUT_3,17.0,345026.4052099,0.2326330819247983,-0.7117058115745717,0
WASHOUT_3,18.0,345027.4052099,-0.6866564040381717,-0.6487194151834518,0
WASHOUT_3,19.0,345028.4052099,0.3664099977683033,-0.1571213636720751,0
WASHOUT_3,20.0,345029.4052099,0.2134688749564011,0.0728631702044401,0
WASHOUT_3,21.0,345030.4052099,-0.7139263590481589,-0.6112214776557883,0
WASHOUT_3,22.0,345031.4052099,-1.1131279193087198,-0.8301530667215019,0
WASHOUT_3,23.0,345032.4052099,-0.8971835736811554,-0.8179927152097546,0
WASHOUT_3,24.0,345033.4052099,0.0176786037837646,-0.3594780617070126,0
WASHOUT_3,25.0,345034.4052099,-0.0518922322035072,-0.2022142403449167,0
WASHOUT_3,26.0,345035.4052099,1.0793140692767962,-0.0768690786084444,0
WASHOUT_3,27.0,345036.4052099,0.922740930625666,-0.2800555773048535,0
WASHOUT_3,28.0,345037.4052099,-0.2803402142736504,-0.110574072748945,0
WASHOUT_3,29.0,345038.4052099,0.5308360421155354,-0.4708765374168605,0
WASHOUT_3,30.0,345039.4052099,0.7741379436557914,-0.6895365553570015,0
WASHOUT_3,31.0,345040.4052099,0.6274282455137112,-0.8167555578599242,0
WASHOUT_3,32.0,345041.4052099,0.8101829862442783,-0.763437093539186,0
WASHOUT_3,33.0,345042.4052099,0.2459513890903246,-0.7098410231789737,0
WASHOUT_3,34.0,345043.4052099,-0.2506994946363726,-0.810123187482053,0
WASHOUT_3,35.0,345044.4052099,0.2594431010247785,-0.8333334663476512,0
WASHOUT_3,36.0,345045.4052099,-0.4954469806007253,-0.8684838223675877,0
WASHOUT_3,37.0,345046.4052099,0.4764095767433705,-0.8755295843477192,0
WASHOUT_3,38.0,345047.4052099,1.0236879897738365,-0.8996994145236735,0
WASHOUT_3,39.0,345048.4052099,1.111682267776478,-0.8736587610382197,0
WASHOUT_3,40.0,345049.4052099,0.8566677027231304,-0.7811857753238256,0
WASHOUT_3,41.0,345050.4052099,0.8571804814639108,-0.1565721865070284,0
WASHOUT_3,42.0,345051.4052099,0.3973115099192605,0.9046674230913656,0
WASHOUT_3,43.0,345052.4052099,0.2035480009201763,0.4826821034350784,0
WASHOUT_3,44.0,345053.4052099,1.4773802383298034,0.5661841896347268,0
WASHOUT_3,45.0,345054.4052099,1.664084718566712,0.042474361252875,1
WASHOUT_3,46.0,345055.4052099,0.8835125593797205,-0.6652249047043594,0
WASHOUT_3,47.0,345056.4052099,1.4769515659845265,-0.8269756845523034,0
WASHOUT_3,48.0,345057.4052099,1.2470728612989943,-0.9309180241367102,0
WASHOUT_3,49.0,345058.4052099,0.2662314271983174,-0.876217564532503,0
WASHOUT_3,50.0,345059.4052099,1.0703809347402904,-0.91406552706646,0
WASHOUT_3,51.0,345060.4052099,0.92880997896341,-0.9108217608443436,0
WASHOUT_3,52.0,345061.4052099,0.2738610345738509,-0.563560745117811,0
WASHOUT_3,53.0,345062.4052099,0.5100734735865781,-0.2172140188473723,0
WASHOUT_3,54.0,345063.4052099,-0.0387286870130429,-0.7222095792203266,0
WASHOUT_3,55.0,345064.4052099,0.5115908168730706,-0.1397890909466466,0
WASHOUT_3,56.0,345065.4052099,0.5175193958432787,0.2739766759756455,0
WASHOUT_3,57.0,345066.4052099,0.4056645863070401,0.2690039069207176,0
WASHOUT_3,58.0,345067.4052099,0.8628997516109764,-0.2417248216587676,0
WASHOUT_3,59.0,345068.4052099,0.6151865797263047,-0.7833342046727994,0
WASHOUT_3,60.0,345069.4052099,1.552865261637541,-0.7884397418335627,1
WASHOUT_3,61.0,345070.4052099,1.162817836220988,-0.7050100746007336,0
WASHOUT_3,62.0,345071.4052099,1.0953305532107616,-0.1113314544435973,0
WASHOUT_3,63.0,345072.4052099,0.4933437804496779,-0.5988529216144354,0
WASHOUT_3,64.0,345073.4052099,0.0811600315017141,-0.5578336118251815,0
WASHOUT_3,65.0,345074.4052099,1.4949274947066005,-0.7912670989964677,0
WASHOUT_3,66.0,345075.4052099,-0.1198002320257379,-0.8015566271987155,0
WASHOUT_3,67.0,345076.4052099,1.1434498215218143,-0.8396158117192288,0
WASHOUT_3,68.0,345077.4052099,0.3701277785471307,-0.9007374197147509,0
WASHOUT_3,69.0,345078.4052099,0.5106097315146099,-0.8804963184887455,0
WASHOUT_3,70.0,345079.4052099,0.8081550074031322,0.2908955570988136,0
WASHOUT_3,71.0,345080.4052099,0.9758292676275592,0.2314365678831856,0
WASHOUT_3,72.0,345081.4052099,0.8143851694032495,-0.38130031037524,0
WASHOUT_3,73.0,345082.4052099,1.0559104501446348,0.3078204731358832,0
WASHOUT_3,74.0,345083.4052099,0.5474720880126829,0.0631922206771075,0
WASHOUT_3,75.0,345084.4052099,0.0593498141865905,-0.6878799714910092,0
WASHOUT_3,76.0,345085.4052099,0.6912377947757478,-0.8642020509543943,0
WASHOUT_3,77.0,345086.4052099,0.4264247788723651,-0.8865070927347507,0
WASHOUT_3,78.0,345087.4052099,0.2467837477074723,-0.9018478438726472,0
WASHOUT_3,79.0,345088.4052099,0.4368972319374389,-0.8651676371786522,0
WASHOUT_3,80.0,345089.4052099,-0.0021446301620152,-0.919174081684174,0
WASHOUT_3,81.0,345090.4052099,0.887065246307292,-0.9685638170549632,0
WASHOUT_3,82.0,345091.4052099,-0.1395726324803516,-0.9497016936554762,0
WASHOUT_3,83.0,345092.4052099,0.4849691428900451,-0.1663065026303279,0
WASHOUT_3,84.0,345093.4052099,0.4327698590722997,-0.1305375679354761,0
WASHOUT_3,85.0,345094.4052099,-0.5772424939487519,-0.2527777664695692,0
WASHOUT_3,86.0,345095.4052099,-1.318788129696302,-0.2186593807268082,0
WASHOUT_3,87.0,345096.4052099,0.2186133407346215,-0.9140594921525584,0
WASHOUT_3,88.0,345097.4052099,-0.2056669761811373,-0.8467309752092288,0
WASHOUT_3,89.0,345098.4052099,0.1540571652283755,-0.7902321112623414,0
WASHOUT_3,90.0,345099.4052099,0.3037626795719119,-0.7356764895917728,0
WASHOUT_3,91.0,345100.4052099,0.4752694362147167,-0.7205439429834818,0
WASHOUT_3,92.0,345101.4052099,0.2764943477502757,-0.939620369982834,0
WASHOUT_3,93.0,345102.4052099,0.0114464176657149,-0.8125371530426977,0
WASHOUT_3,94.0,345103.4052099,-0.1140996751588606,-0.7225565867696693,0
WASHOUT_3,95.0,345104.4052099,-0.1587136235909904,-0.8317402490776257,0
WASHOUT_3,96.0,345105.4052099,0.0624213194774132,-0.8946602614158279,0
WASHOUT_3,97.0,345106.4052099,0.2516039206646825,0.0170553038992871,0
WASHOUT_3,98.0,345107.4052099,-0.7720724517818566,0.2077495308193602,0
WASHOUT_3,99.0,345108.4052099,0.3893035247215737,0.4484309495864819,0
WASHOUT_3,100.0,345109.4052099,-1.1330392338694677,0.4204621411094631,0
WASHOUT_3,101.0,345110.4052099,0.6573204820469519,-0.2906860781425423,0
WASHOUT_3,102.0,345111.4052099,0.877429228616255,-0.5646772041896091,0
WASHOUT_3,103.0,345112.4052099,0.3922704272386318,-0.5928481822823318,0
WASHOUT_3,104.0,345113.4052099,-0.2826241623714318,-0.9136521354641997,0
WASHOUT_3,105.0,345114.4052099,-0.9986075993432024,-0.5177014343794646,0
WASHOUT_3,106.0,345115.4052099,0.65380411838842,0.0499304973783161,0
WASHOUT_3,107.0,345116.4052099,-0.6229769124036026,-0.3029128137072073,0
WASHOUT_3,108.0,345117.4052099,0.3175196427791166,-0.2382668159931442,0
WASHOUT_3,109.0,345118.4052099,0.2476050616421055,0.0833548680223918,0
WASHOUT_3,110.0,345119.4052099,0.9504387391484987,0.5790989053841756,0
WASHOUT_3,111.0,345120.4052099,0.2088188896109913,0.1428198921519213,0
