trial_id,generator,generator_type,fold,model,raw_loss,K_hat_scaled,complexity_weight,selected_penalty,penalized_loss
297,colored_noise_null,null,1,generic_hidden_oscillator,0.9409428213838673,0.18749573523309823,0.65,0.04,0.9669428213838673
297,colored_noise_null,null,1,colored_noise_alt,0.8855684893398902,0.18749573523309823,0.5,0.04,0.9055684893398902
297,colored_noise_null,null,2,full_reciprocal,1.1610521869777015,0.18749573523309823,1.0,0.04,1.2010521869777016
297,colored_noise_null,null,2,eta_only,1.1006195494362074,0.18749573523309823,0.35,0.04,1.1146195494362074
297,colored_noise_null,null,2,zeta_only,1.0671384930593926,0.18749573523309823,0.35,0.04,1.0811384930593926
297,colored_noise_null,null,2,null_no_coupling,1.1005104587366505,0.18749573523309823,0.0,0.04,1.1005104587366505
297,colored_noise_null,null,2,replay_only_basis,1.0644875576891388,0.18749573523309823,0.25,0.04,1.0744875576891388
297,colored_noise_null,null,2,standard_ping,1.0960767557706326,0.18749573523309823,0.2,0.04,1.1040767557706326
297,colored_noise_null,null,2,sensory_drive_only,1.063043279944979,0.18749573523309823,0.2,0.04,1.071043279944979
297,colored_noise_null,null,2,generic_hidden_oscillator,1.2336299236646606,0.18749573523309823,0.65,0.04,1.2596299236646606
297,colored_noise_null,null,2,colored_noise_alt,1.0651314139481216,0.18749573523309823,0.5,0.04,1.0851314139481216
297,colored_noise_null,null,3,full_reciprocal,1.1188606473107487,0.18749573523309823,1.0,0.04,1.1588606473107488
297,colored_noise_null,null,3,eta_only,1.0141392175230266,0.18749573523309823,0.35,0.04,1.0281392175230266
297,colored_noise_null,null,3,zeta_only,0.9923852448220069,0.18749573523309823,0.35,0.04,1.0063852448220068
297,colored_noise_null,null,3,null_no_coupling,1.0340191827182437,0.18749573523309823,0.0,0.04,1.0340191827182437
297,colored_noise_null,null,3,replay_only_basis,1.0949732910466057,0.18749573523309823,0.25,0.04,1.1049732910466057
297,colored_noise_null,null,3,standard_ping,0.9480427836531782,0.18749573523309823,0.2,0.04,0.9560427836531782
297,colored_noise_null,null,3,sensory_drive_only,0.9957819606275249,0.18749573523309823,0.2,0.04,1.003781960627525
297,colored_noise_null,null,3,generic_hidden_oscillator,1.1393191647206133,0.18749573523309823,0.65,0.04,1.1653191647206134
297,colored_noise_null,null,3,colored_noise_alt,1.0511951240309871,0.18749573523309823,0.5,0.04,1.0711951240309872
297,colored_noise_null,null,4,full_reciprocal,1.0712249695890879,0.18749573523309823,1.0,0.04,1.111224969589088
297,colored_noise_null,null,4,eta_only,0.9668565120577186,0.18749573523309823,0.35,0.04,0.9808565120577186
297,colored_noise_null,null,4,zeta_only,1.0197634858276186,0.18749573523309823,0.35,0.04,1.0337634858276186
297,colored_noise_null,null,4,null_no_coupling,1.1023243416751076,0.18749573523309823,0.0,0.04,1.1023243416751076
297,colored_noise_null,null,4,replay_only_basis,1.0511704430448854,0.18749573523309823,0.25,0.04,1.0611704430448854
297,colored_noise_null,null,4,standard_ping,0.940787500827166,0.18749573523309823,0.2,0.04,0.948787500827166
297,colored_noise_null,null,4,sensory_drive_only,0.9482315063282456,0.18749573523309823,0.2,0.04,0.9562315063282456
297,colored_noise_null,null,4,generic_hidden_oscillator,1.1100988882397618,0.18749573523309823,0.65,0.04,1.1360988882397618
297,colored_noise_null,null,4,colored_noise_alt,0.9953948710178663,0.18749573523309823,0.5,0.04,1.0153948710178662
297,colored_noise_null,null,5,full_reciprocal,1.0414406417046709,0.18749573523309823,1.0,0.04,1.081440641704671
297,colored_noise_null,null,5,eta_only,0.8078596192396873,0.18749573523309823,0.35,0.04,0.8218596192396873
297,colored_noise_null,null,5,zeta_only,0.8164938091411577,0.18749573523309823,0.35,0.04,0.8304938091411577
297,colored_noise_null,null,5,null_no_coupling,0.9202685889644453,0.18749573523309823,0.0,0.04,0.9202685889644453
297,colored_noise_null,null,5,replay_only_basis,0.921548007747742,0.18749573523309823,0.25,0.04,0.931548007747742
297,colored_noise_null,null,5,standard_ping,0.7999613193679197,0.18749573523309823,0.2,0.04,0.8079613193679197
297,colored_noise_null,null,5,sensory_drive_only,0.9118016284826066,0.18749573523309823,0.2,0.04,0.9198016284826066
297,colored_noise_null,null,5,generic_hidden_oscillator,0.8328647496076296,0.18749573523309823,0.65,0.04,0.8588647496076296
297,colored_noise_null,null,5,colored_noise_alt,0.7679814339752402,0.18749573523309823,0.5,0.04,0.7879814339752402
298,colored_noise_null,null,0,full_reciprocal,0.9571161612299298,0.06729387233308821,1.0,0.04,0.9971161612299299
298,colored_noise_null,null,0,eta_only,0.9104953982889488,0.06729387233308821,0.35,0.04,0.9244953982889488
298,colored_noise_null,null,0,zeta_only,0.9712687798092335,0.06729387233308821,0.35,0.04,0.9852687798092336
298,colored_noise_null,null,0,null_no_coupling,0.9632906943633666,0.06729387233308821,0.0,0.04,0.9632906943633666
298,colored_noise_null,null,0,replay_only_basis,1.1004736025880522,0.06729387233308821,0.25,0.04,1.1104736025880522
298,colored_noise_null,null,0,standard_ping,1.0013003177350042,0.06729387233308821,0.2,0.04,1.0093003177350042
298,colored_noise_null,null,0,sensory_drive_only,0.9400434474847843,0.06729387233308821,0.2,0.04,0.9480434474847843
298,colored_noise_null,null,0,generic_hidden_oscillator,0.986794041893236,0.06729387233308821,0.65,0.04,1.012794041893236
298,colored_noise_null,null,0,colored_noise_alt,0.9886826435991939,0.06729387233308821,0.5,0.04,1.0086826435991938
298,colored_noise_null,null,1,full_reciprocal,1.2101048564313308,0.06729387233308821,1.0,0.04,1.2501048564313308
298,colored_noise_null,null,1,eta_only,1.0910466664773406,0.06729387233308821,0.35,0.04,1.1050466664773406
298,colored_noise_null,null,1,zeta_only,1.026465490963417,0.06729387233308821,0.35,0.04,1.040465490963417
298,colored_noise_null,null,1,null_no_coupling,1.1050857728266852,0.06729387233308821,0.0,0.04,1.1050857728266852
298,colored_noise_null,null,1,replay_only_basis,1.0418028288801762,0.06729387233308821,0.25,0.04,1.0518028288801762
298,colored_noise_null,null,1,standard_ping,1.0386153614786748,0.06729387233308821,0.2,0.04,1.0466153614786748
298,colored_noise_null,null,1,sensory_drive_only,0.9440012482838973,0.06729387233308821,0.2,0.04,0.9520012482838973
298,colored_noise_null,null,1,generic_hidden_oscillator,1.0931109845326326,0.06729387233308821,0.65,0.04,1.1191109845326326
298,colored_noise_null,null,1,colored_noise_alt,1.0422242053856314,0.06729387233308821,0.5,0.04,1.0622242053856314
298,colored_noise_null,null,2,full_reciprocal,1.165748071279192,0.06729387233308821,1.0,0.04,1.2057480712791921
298,colored_noise_null,null,2,eta_only,0.8612627770800795,0.06729387233308821,0.35,0.04,0.8752627770800795
298,colored_noise_null,null,2,zeta_only,0.8954072486004131,0.06729387233308821,0.35,0.04,0.9094072486004131
298,colored_noise_null,null,2,null_no_coupling,0.9067096971550023,0.06729387233308821,0.0,0.04,0.9067096971550023
298,colored_noise_null,null,2,replay_only_basis,0.9276846979773407,0.06729387233308821,0.25,0.04,0.9376846979773407
298,colored_noise_null,null,2,standard_ping,0.9899963386649894,0.06729387233308821,0.2,0.04,0.9979963386649894
